artist,num_collaborators,known_genres,dominant_collaborator_genre,dominant_collaborator_genre_count,top_5_collaborator_genres,has_metadata
Big Pun,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Big Red Machine,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Big Scoob,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Big Sean,79,,Pop,7,"[('Pop', 7), ('R&B', 7), ('Hip-Hop', 6), ('Pop Rock', 2), ('EDM', 1)]",False
Big Sloan,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Big Wy,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bilal,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bill Withers,8,,Hip-Hop,1,"[('Hip-Hop', 1), ('Pop Rock', 1)]",False
Billen Ted,2,,EDM,1,"[('EDM', 1)]",False
Billie Eilish,26,"Pop, Alternative",R&B,2,"[('R&B', 2), ('Alternative Pop', 1), ('Pop', 1)]",True
Billionaire B,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Billy Blue,8,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Binary Finary,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Birdman,20,,Hip-Hop,4,"[('Hip-Hop', 4), ('R&B', 1), ('Pop Rock', 1), ('Alternative', 1)]",False
Birdy,3,,EDM,1,"[('EDM', 1)]",False
Bishop Lamont,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bizarrap,3,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Pop', 1)]",False
Bizarre,6,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bizzy Bone,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Bktherula,1,,,0,[],False
Black Coffee,4,,EDM,1,"[('EDM', 1), ('Hip-Hop', 1), ('R&B', 1)]",False
Black Eyed Peas,53,"Pop, Hip-Hop",Pop,9,"[('Pop', 9), ('R&B', 7), ('Hip-Hop', 3), ('Latin Pop', 2), ('EDM', 2)]",True
Black Hippy,8,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Black Jonas Point,8,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Black M,1,,Latin Pop,1,"[('Latin Pop', 1)]",False
Black Thought,7,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Black V Neck,2,,EDM,1,"[('EDM', 1)]",False
Blake Shelton,5,,Latin Pop,2,"[('Latin Pop', 2), ('R&B', 1), ('Hip-Hop', 1)]",False
Blanco,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Bleachers,2,,Pop,1,"[('Pop', 1), ('Country', 1), ('Alternative Pop', 1)]",False
Blessd,7,,Reggaeton,3,"[('Reggaeton', 3)]",False
BlocBoy JB,6,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Blood,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Blood Type,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
BloodPop®,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Blu,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Blu Cantrell,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Blxst,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bo Hagon,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Bob,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bob Sinclar,9,,EDM,1,"[('EDM', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Bobby Brown,8,,EDM,1,"[('EDM', 1), ('Pop', 1)]",False
Bobby Creekwater,6,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bobby Shmurda,4,,Reggaeton,2,"[('Reggaeton', 2), ('Hip-Hop', 1)]",False
Bobby Womack,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Boldy James,10,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bomba Estéreo,1,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Bon Iver,15,,Pop,1,"[('Pop', 1), ('Country', 1), ('Hip-Hop', 1)]",False
Bon Jovi,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Bone Thugs‐n‐Harmony,2,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Boney M.,3,,Pop,1,"[('Pop', 1), ('Dance', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Bonnie Tyler,2,,EDM,1,"[('EDM', 1)]",False
Bono,4,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Pop Rock', 1), ('Alternative', 1)]",False
Boombox Cartel,4,,,0,[],False
Booty Luv,10,,EDM,1,"[('EDM', 1)]",False
Boo‐Yaa T.R.I.B.E.,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Borgeous,4,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Bounty Killer,5,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Reggaeton', 1)]",False
Bow Wow,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bowdidge & Taylor,7,,EDM,1,"[('EDM', 1)]",False
Boys Like Girls,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Boyz II Men,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Bradley Cooper,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Brando,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Brando Gordon,5,,,0,[],False
Brandon Love,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Brandy,6,,Hip-Hop,1,"[('Hip-Hop', 1), ('Pop', 1), ('R&B', 1)]",False
Bred,8,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Brendon Urie,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Brent Faiyaz,6,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Bri Steves,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bria Lee,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Brian Newman,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Brick & Lace,2,,Reggaeton,1,"[('Reggaeton', 1)]",False
Bridget Kelly,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bring Me the Horizon,1,,Pop,1,"[('Pop', 1)]",False
Brinx Billions,3,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Hip-Hop', 1)]",False
Brisco,15,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Britney Spears,35,Pop,Pop,11,"[('Pop', 11), ('Hip-Hop', 4), ('R&B', 4), ('Dance', 2), ('Latin Pop', 1)]",True
Brittany Street,8,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Brody Brown,3,,Pop,2,"[('Pop', 2), ('Soul', 1), ('R&B', 1), ('Funk', 1)]",False
Brooks,3,,EDM,1,"[('EDM', 1)]",False
Brown,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Brray,1,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Bruno Mars,110,"Pop, R&B, Funk",Pop,11,"[('Pop', 11), ('Hip-Hop', 7), ('R&B', 4), ('EDM', 2), ('Dance', 2)]",True
Bryan Adams,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Bryan Roberts,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Bryant Myers,23,,Reggaeton,3,"[('Reggaeton', 3), ('Latin Trap', 2)]",False
Bryn Christopher,9,,Pop,1,"[('Pop', 1), ('EDM', 1)]",False
Brynn Williams,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Bryson Tiller,9,,R&B,4,"[('R&B', 4), ('Pop', 3), ('Hip-Hop', 2), ('EDM', 1)]",False
Brytiago,13,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Buckshot,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Buddy,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Budjerah,1,,Pop,1,"[('Pop', 1)]",False
Buena Vista Social Club,2,,Pop Rock,2,"[('Pop Rock', 2), ('Alternative', 1)]",False
Buffy Sainte‐Marie,26,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Buggz,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Buju Banton,4,,,0,[],False
Bulgarian State Radio & Television Female Vocal Choir,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Bulin 47,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Bulleez n Nerdz,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Bump J,3,,,0,[],False
Bumpy J,3,,,0,[],False
Bun B,45,,Hip-Hop,4,"[('Hip-Hop', 4), ('Latin Pop', 1), ('R&B', 1)]",False
Burna Boy,10,,Pop,2,"[('Pop', 2), ('R&B', 1), ('Reggaeton', 1), ('Pop Rock', 1), ('Alternative', 1)]",False
Buscabulla,1,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Busta Rhymes,35,,Hip-Hop,7,"[('Hip-Hop', 7), ('R&B', 4), ('Pop', 3), ('Latin Pop', 1), ('EDM', 1)]",False
ButeraMoonlight,1,,R&B,1,"[('R&B', 1)]",False
Buxxi,2,,Reggaeton,1,"[('Reggaeton', 1)]",False
Buzz Junkies,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
BØRNS,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Bēkon,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
B‐Lo,2,,,0,[],False
B‐Real,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
C-Ride,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
C-San,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
C.A.S.H.,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
CAJOR,1,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
CHILLER,3,,,0,[],False
CHOPS,1,,,0,[],False
CJ Holland,1,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
CRAY,2,,Pop Rock,1,"[('Pop Rock', 1)]",False
CYRIL,1,,Pop,1,"[('Pop', 1)]",False
Ca$his,9,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Cage & Aviary,1,,,0,[],False
Caitlin Gann,3,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Calum Scott,24,,Pop,2,"[('Pop', 2), ('Dance', 1), ('Dancehall', 1)]",False
Calum Slingerland,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Calvin Harris,256,EDM,Pop,14,"[('Pop', 14), ('R&B', 8), ('Hip-Hop', 5), ('Dance', 2), ('Pop Rock', 2)]",True
CamelPhat,9,,EDM,1,"[('EDM', 1)]",False
Camila Cabello,15,Pop,R&B,2,"[('R&B', 2), ('Hip-Hop', 2), ('Pop', 2), ('Alternative Pop', 1), ('Latin Pop', 1)]",True
Camilla Ice,2,,EDM,1,"[('EDM', 1)]",False
Camilo,2,,Latin Pop,1,"[('Latin Pop', 1)]",False
CamrinWatsin,5,,EDM,1,"[('EDM', 1), ('Pop', 1)]",False
Cam’ron,17,,,0,[],False
Candelita,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Candice Pillay,5,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Cano & Valence,12,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1), ('Pop', 1)]",False
Capo Plaza,5,,Reggaeton,1,"[('Reggaeton', 1)]",False
Capone‐N‐Noreaga,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Cardi B,28,,Reggaeton,3,"[('Reggaeton', 3), ('Pop', 3), ('Latin Trap', 2), ('R&B', 2), ('Funk', 1)]",False
Carin León,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Carl Louis,2,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1)]",False
Carl Ray,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Carl Thomas,1,,,0,[],False
Carla Morrison,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Carlinhos Brown,1,,Latin Pop,1,"[('Latin Pop', 1)]",False
Carlos Cid,2,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Carlos Jean,16,,Latin Pop,1,"[('Latin Pop', 1)]",False
Carlos Ponce,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
Carlos Santana,1,,Latin Pop,1,"[('Latin Pop', 1)]",False
Carlos Vives,44,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Pop', 1)]",False
Carly Rae Jepsen,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Carly Simon,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Carmen,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Carnage,5,,EDM,1,"[('EDM', 1)]",False
Carnal,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Carola,1,,Pop,1,"[('Pop', 1)]",False
Carolina Marquez,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Caroline Shaw,5,,,0,[],False
Cascada,3,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Casely,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Casey Veggies,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Cash Cobain,4,,R&B,2,"[('R&B', 2), ('Hip-Hop', 1), ('Pop', 1)]",False
Cash Kidd,10,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Cashmere Cat,4,,Pop,2,"[('Pop', 2), ('R&B', 2)]",False
Casper Mágico,8,,Reggaeton,3,"[('Reggaeton', 3), ('Latin Trap', 2)]",False
Cassettes Won’t Listen,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Cassidy,2,,,0,[],False
Cassius Henry,2,,,0,[],False
Cat Power,2,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1), ('Alternative Pop', 1)]",False
Cathy Guetta,3,,EDM,1,"[('EDM', 1)]",False
Cayito Dangond,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Cazzu,3,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
CeCe Peniston,8,,EDM,1,"[('EDM', 1), ('Pop', 1)]",False
CeCe Rogers,1,,EDM,1,"[('EDM', 1)]",False
Cecily Strong,4,,R&B,1,"[('R&B', 1)]",False
Cedric Gervais,4,,EDM,1,"[('EDM', 1), ('Alternative Pop', 1)]",False
CeeLo Green,19,,Pop,4,"[('Pop', 4), ('Hip-Hop', 3), ('R&B', 2), ('Funk', 1), ('Latin Pop', 1)]",False
Celia Cruz,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
Central Cee,5,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1), ('Pop', 1)]",False
Centre Court,2,,EDM,1,"[('EDM', 1)]",False
"Cerf, Mitiska & Jaren",1,,EDM,1,"[('EDM', 1)]",False
Cern,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Cerrone,2,,,0,[],False
Chacal,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Chace Infinite,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Chairman Fred Hampton,5,,,0,[],False
Chaka Khan,3,,Pop,2,"[('Pop', 2), ('Rock', 1), ('R&B', 1)]",False
Chalie Boy,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Cham,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Chamillionaire,24,,Hip-Hop,3,"[('Hip-Hop', 3), ('Latin Pop', 1), ('R&B', 1)]",False
Champtown,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Chance the Rapper,13,,Pop,2,"[('Pop', 2), ('R&B', 2), ('Hip-Hop', 1)]",False
Chandler Moore,5,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Chantal,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Chantal Kreviazuk,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Chaos Kid,4,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Charan,16,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Bollywood', 1), ('Pop', 1)]",False
Charles Aznavour,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Charli xcx,15,,Pop,8,"[('Pop', 8), ('R&B', 3), ('Dance', 2), ('EDM', 1), ('Alternative', 1)]",False
Charlie Boy Dre,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Charlie Murphy,2,,Hip-Hop,2,"[('Hip-Hop', 2)]",False
Charlie Puth,6,Pop,EDM,1,"[('EDM', 1), ('Pop', 1), ('Dance', 1), ('Hip-Hop', 1), ('R&B', 1)]",True
Charlie Wilson,26,,R&B,3,"[('R&B', 3), ('Pop', 3), ('Hip-Hop', 1), ('Rock', 1)]",False
Charlotte Haining,3,,EDM,1,"[('EDM', 1)]",False
Chayanne,43,,Latin Pop,1,"[('Latin Pop', 1)]",False
Chaze the Chat,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Cheat Codes,26,,Pop,2,"[('Pop', 2), ('Dance', 1), ('Dancehall', 1), ('EDM', 1)]",False
Cheb Khalass,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Chefin,1,,Pop,1,"[('Pop', 1)]",False
Chencho Corleone,5,,Reggaeton,3,"[('Reggaeton', 3), ('Latin Trap', 1)]",False
Cher,7,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Cherry Poppadom Netorare Massacre,1,,Pop,1,"[('Pop', 1)]",False
Chesca,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Che’Nelle,1,,EDM,1,"[('EDM', 1)]",False
Chic,2,,Pop,1,"[('Pop', 1), ('Dance', 1)]",False
Chicago West,3,,,0,[],False
Chicane,2,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Chief $upreme,2,,Pop,1,"[('Pop', 1)]",False
Chief Keef,10,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Childish Gambino,5,,R&B,2,"[('R&B', 2), ('Pop', 1)]",False
Childish Major,2,,R&B,1,"[('R&B', 1)]",False
Childofnines,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
ChildsPlay,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Childsplay,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Chilly Gonzales,1,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Chingo Bling,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Chino Pacas,3,,Regional Mexican,1,"[('Regional Mexican', 1), ('Hip-Hop', 1), ('R&B', 1)]",False
Chino XL,12,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1)]",False
Chip,3,,Pop,1,"[('Pop', 1)]",False
Chip King,4,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Chip tha Ripper,5,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Chloe Angelides,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Chlöe,3,,EDM,1,"[('EDM', 1)]",False
Chris Brown,57,R&B,Hip-Hop,8,"[('Hip-Hop', 8), ('R&B', 5), ('Pop', 4), ('EDM', 2), ('Latin Pop', 1)]",True
Chris Decay,1,,EDM,1,"[('EDM', 1)]",False
Chris Isaak,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Chris Jedi,6,,Reggaeton,2,"[('Reggaeton', 2), ('Latin Trap', 1)]",False
Chris Martin,1,,,0,[],False
Chris Moyles,11,,EDM,1,"[('EDM', 1), ('Pop', 1)]",False
Chris Porter,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Chris Rivers,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Chris Rock,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Chris Stapleton,4,,Pop,4,"[('Pop', 4), ('Country', 1), ('Dance', 1), ('R&B', 1), ('Funk', 1)]",False
Chris Willis,12,,EDM,1,"[('EDM', 1)]",False
Chrisette Michele,4,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Christina,2,,,0,[],False
Christina Aguilera,65,,Pop,3,"[('Pop', 3), ('R&B', 3), ('Hip-Hop', 3), ('Latin Pop', 2), ('EDM', 2)]",False
Christina Milian,1,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Christina Perri,1,,Pop,1,"[('Pop', 1)]",False
Chromatics,1,,R&B,1,"[('R&B', 1), ('Pop', 1)]",False
Chrome,2,,EDM,1,"[('EDM', 1)]",False
Chromeo,10,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('EDM', 1)]",False
Chrystal,4,,EDM,1,"[('EDM', 1), ('Pop', 1), ('Alternative', 1)]",False
Chuck Inglish,4,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Chuckie,5,,EDM,1,"[('EDM', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Chuwi,1,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Trap', 1)]",False
Chyno Miranda,1,,Reggaeton,1,"[('Reggaeton', 1)]",False
Ciara,6,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Claudia Leitte,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Claudio,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Clean Bandit,31,,Pop,4,"[('Pop', 4), ('R&B', 2), ('Dance', 1), ('Dancehall', 1), ('EDM', 1)]",False
Clementine Douglas,7,,EDM,2,"[('EDM', 2)]",False
Clever,2,,Pop,2,"[('Pop', 2), ('R&B', 1), ('Hip-Hop', 1)]",False
Clinton Sparks,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Clipse,31,,Hip-Hop,4,"[('Hip-Hop', 4), ('Latin Pop', 1), ('R&B', 1)]",False
Cody Simpson,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Coi Leray,5,,EDM,2,"[('EDM', 2)]",False
Colbie Caillat,1,,Pop,1,"[('Pop', 1), ('Country', 1)]",False
Colby O’Donis,19,,Pop,5,"[('Pop', 5), ('Hip-Hop', 1), ('Dance', 1), ('R&B', 1)]",False
Coldplay,104,"Pop Rock, Alternative",Pop,5,"[('Pop', 5), ('R&B', 3), ('Hip-Hop', 3), ('EDM', 2), ('Rock', 1)]",True
Colin Munroe,7,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Collie Buddz,8,,R&B,2,"[('R&B', 2), ('Pop', 1), ('Hip-Hop', 1)]",False
Commodores,19,,EDM,1,"[('EDM', 1), ('Pop', 1), ('R&B', 1)]",False
Common,34,,Pop,2,"[('Pop', 2), ('Hip-Hop', 1), ('Dance', 1), ('R&B', 1)]",False
Congorock,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('Reggaeton', 1)]",False
Connie Mitchell,3,,,0,[],False
Conoga,5,,EDM,1,"[('EDM', 1)]",False
Conor Maynard,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Consequence,25,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Conway,7,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Cookin’ Soul,4,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
Cordae,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Core DJ's,4,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Cori B,2,,Hip-Hop,1,"[('Hip-Hop', 1), ('R&B', 1)]",False
Cory Gunz,1,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Cosculluela,19,,Reggaeton,5,"[('Reggaeton', 5), ('Latin Trap', 2)]",False
Courtney Argue,3,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Courtney Orlando,3,,Pop,1,"[('Pop', 1)]",False
Courtney‐Mae Briggs,5,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Cover Nation,2,,Pop,1,"[('Pop', 1), ('R&B', 1), ('Funk', 1), ('Hip-Hop', 1)]",False
Cozi,2,,EDM,1,"[('EDM', 1)]",False
Cozz,1,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Craig Armstrong,1,,Alternative Pop,1,"[('Alternative Pop', 1)]",False
Craig David,2,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1), ('EDM', 1)]",False
Cricet,2,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Cris Cab,2,,Reggaeton,1,"[('Reggaeton', 1), ('Latin Pop', 1), ('Hip-Hop', 1)]",False
Crissin,5,,Reggaeton,2,"[('Reggaeton', 2)]",False
Crookers,10,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1), ('EDM', 1)]",False
Cross,1,,Pop Rock,1,"[('Pop Rock', 1)]",False
Crybaby Cereal,2,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Crystal Nicole,2,,EDM,1,"[('EDM', 1)]",False
Cubo,13,,Latin Pop,1,"[('Latin Pop', 1), ('Hip-Hop', 1)]",False
Cults,3,,Pop Rock,1,"[('Pop Rock', 1), ('Alternative', 1)]",False
Culture Club,2,,EDM,1,"[('EDM', 1)]",False
Culture Code,1,,Pop,1,"[('Pop', 1)]",False
Culture Crew,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
CurT@!n$,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Curren$y,5,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1)]",False
Curtis Mayfield,5,,,0,[],False
Cutlass Reid,8,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Cutmaster C,2,,,0,[],False
Cutty Ranks,7,,Hip-Hop,3,"[('Hip-Hop', 3), ('Reggaeton', 1), ('Latin Pop', 1), ('R&B', 1)]",False
Cyhi,18,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
Cynthia Erivo,11,,Pop,1,"[('Pop', 1), ('R&B', 1)]",False
Cypress Hill,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('Latin Pop', 1)]",False
Cyssero,2,,,0,[],False
Céline Dion,7,,Pop,1,"[('Pop', 1), ('Dance', 1), ('Latin Pop', 1)]",False
C‐Mob,3,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
D&D,2,,Hip-Hop,1,"[('Hip-Hop', 1)]",False
D-Rado,3,,Hip-Hop,2,"[('Hip-Hop', 2), ('R&B', 1)]",False
D.N.K,5,,Pop,1,"[('Pop', 1), ('R&B', 1), ('EDM', 1)]",False
D.O.D,3,,Pop,1,"[('Pop', 1), ('EDM', 1)]",False
